TIME,DATE,DEPTH,DEPTH2,DO_,DO_2,DO_3,id_station,id_stati_1,id_stati_2
2015-05-25 10:00,2015-05-25,14,0.5,5.9,5.9,0,千葉港（甲）,35.58388889,140.0786111
2015-06-02 10:00,2015-06-02,14,0.5,9.8,9.8,0,千葉港（甲）,35.58388889,140.0786111
2015-07-07 10:00,2015-07-07,14,0.5,3.8,3.8,0,千葉港（甲）,35.58388889,140.0786111
2015-08-05 11:00,2015-08-05,14,0.5,5.7,5.7,0,千葉港（甲）,35.58388889,140.0786111
2015-09-08 10:00,2015-09-08,14,0.5,5.2,5.2,0,千葉港（甲）,35.58388889,140.0786111
2015-10-06 10:00,2015-10-06,14,0.5,3.4,3.4,0,千葉港（甲）,35.58388889,140.0786111
2015-11-10 10:00,2015-11-10,14,0.5,7.1,7.1,0,千葉港（甲）,35.58388889,140.0786111
2015-12-01 10:00,2015-12-01,14,0.5,7.2,7.2,0,千葉港（甲）,35.58388889,140.0786111
2016-01-05 10:00,2016-01-05,14,0.5,8.6,8.6,0,千葉港（甲）,35.58388889,140.0786111
2016-02-02 10:00,2016-02-02,14,0.5,10,10,0,千葉港（甲）,35.58388889,140.0786111
2016-03-01 10:00,2016-03-01,14,0.5,9.8,9.8,0,千葉港（甲）,35.58388889,140.0786111
2015-04-14 10:00,2015-04-14,14,0.5,5.5,5.5,0,千葉港（甲）,35.58388889,140.0786111
2016-03-01 11:00,2016-03-01,14,0.5,8.6,8.6,0,千葉港（甲）,35.58444444,140.1083333
2015-04-14 11:00,2015-04-14,14,0.5,6.2,6.2,0,千葉港（甲）,35.58444444,140.1083333
2015-05-25 11:00,2015-05-25,14,0.5,4.4,4.4,0,千葉港（甲）,35.58444444,140.1083333
2015-06-02 11:00,2015-06-02,14,0.5,5.4,5.4,0,千葉港（甲）,35.58444444,140.1083333
2015-07-07 11:00,2015-07-07,14,0.5,3.8,3.8,0,千葉港（甲）,35.58444444,140.1083333
2015-08-05 11:00,2015-08-05,14,0.5,6,6,0,千葉港（甲）,35.58444444,140.1083333
2015-09-08 11:00,2015-09-08,14,0.5,4.6,4.6,0,千葉港（甲）,35.58444444,140.1083333
2015-10-06 11:00,2015-10-06,14,0.5,2.5,2.5,0,千葉港（甲）,35.58444444,140.1083333
2015-11-10 12:00,2015-11-10,14,0.5,6.1,6.1,0,千葉港（甲）,35.58444444,140.1083333
2015-12-01 10:00,2015-12-01,14,0.5,6.2,6.2,0,千葉港（甲）,35.58444444,140.1083333
2016-01-05 11:00,2016-01-05,14,0.5,7.9,7.9,0,千葉港（甲）,35.58444444,140.1083333
2016-02-02 11:00,2016-02-02,14,0.5,8.8,8.8,0,千葉港（甲）,35.58444444,140.1083333
2016-03-01 10:00,2016-03-01,14,0.5,7.8,7.8,0,千葉港（甲）,35.60666667,140.0858333
2015-04-14 10:00,2015-04-14,14,0.5,6.2,6.2,0,千葉港（甲）,35.60666667,140.0858333
2015-05-25 11:00,2015-05-25,14,0.5,4.2,4.2,0,千葉港（甲）,35.60666667,140.0858333
2015-06-02 11:00,2015-06-02,14,0.5,7.3,7.3,0,千葉港（甲）,35.60666667,140.0858333
2015-07-07 10:00,2015-07-07,14,0.5,2.9,2.9,0,千葉港（甲）,35.60666667,140.0858333
2015-08-05 12:00,2015-08-05,14,0.5,4.5,4.5,0,千葉港（甲）,35.60666667,140.0858333
2015-09-08 11:00,2015-09-08,14,0.5,4.9,4.9,0,千葉港（甲）,35.60666667,140.0858333
2015-10-06 10:00,2015-10-06,14,0.5,2.3,2.3,0,千葉港（甲）,35.60666667,140.0858333
2015-11-10 11:00,2015-11-10,14,0.5,6.9,6.9,0,千葉港（甲）,35.60666667,140.0858333
2015-12-01 10:00,2015-12-01,14,0.5,5.9,5.9,0,千葉港（甲）,35.60666667,140.0858333
2016-01-05 10:00,2016-01-05,14,0.5,7.9,7.9,0,千葉港（甲）,35.60666667,140.0858333
2016-02-02 10:00,2016-02-02,14,0.5,8.6,8.6,0,千葉港（甲）,35.60666667,140.0858333